ResponseId,LanguageHaveWorkedWith
4955,C#;JavaScript;SQL
4956,HTML/CSS;JavaScript;TypeScript
4957,C;C++;JavaScript;Ruby
4958,Python
4959,Bash/Shell (all shells);C#;Groovy;HTML/CSS;JavaScript;TypeScript
4960,Go;Java;Python
4961,Go;HTML/CSS;JavaScript;TypeScript
4962,JavaScript;Python;TypeScript
4963,Ada;Assembly;Bash/Shell (all shells);C#;C++;Delphi;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;PowerShell;Python;R;SQL
4964,HTML/CSS;Java;JavaScript;TypeScript
4965,C;HTML/CSS;JavaScript;Python;SQL
4966,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL
4967,Java;Kotlin;Rust
4968,C;C#;GDScript;Python;SQL
4969,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Ruby;SQL
4970,Bash/Shell (all shells);C;C++;Haskell;HTML/CSS;JavaScript;Objective-C;Python;SQL
4971,JavaScript;TypeScript
4972,Python;SQL
4973,C++;Java;Kotlin;Python;SQL
4974,C;Go;HTML/CSS;Java;JavaScript;Python
4975,C#;HTML/CSS;JavaScript;PHP
4976,Elixir;HTML/CSS;JavaScript;Lua;SQL
4977,Java;Kotlin
4978,HTML/CSS;Java;Python;SQL
4979,R
4980,C++;Dart;JavaScript;Python
4981,Bash/Shell (all shells);C++;Lua;Python
4982,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL
4983,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PHP;Rust;SQL;TypeScript
4984,Bash/Shell (all shells);C++;Julia;Python;R;SQL
4985,Go;HTML/CSS;JavaScript;PHP;Python;SQL
4986,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL
4987,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;TypeScript
4988,C#;Dart;Java;JavaScript
4989,JavaScript;Python
4990,C#;SQL;TypeScript
4991,Bash/Shell (all shells);C#;HTML/CSS;Kotlin
4992,JavaScript;Python;TypeScript
4993,Visual Basic (.Net)
4994,C#;C++;Java;Python;SQL
4995,C;Java;JavaScript;Python;SQL;TypeScript
4996,Bash/Shell (all shells);C++;MATLAB;Python
4997,Assembly;C;C++;HTML/CSS;Java;JavaScript;PHP;Python
4998,Go;Java;JavaScript;SQL;TypeScript
4999,C#;HTML/CSS;JavaScript;SQL
5000,HTML/CSS;JavaScript;Python
5001,Scala
5002,Assembly;Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;Java;JavaScript;Julia;Lua;MATLAB;Python;Rust;SQL
5003,C++
5004,HTML/CSS;JavaScript;Lua;MicroPython;PowerShell;Python
5005,C#;Go;HTML/CSS;JavaScript;SQL;TypeScript
5006,C++;Java;Python;Scala;SQL
5007,C#;HTML/CSS;Java;JavaScript;SQL;Visual Basic (.Net)
5008,Bash/Shell (all shells);C;C++;JavaScript;Rust
5009,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Rust
5010,C#;HTML/CSS;SQL
5011,Bash/Shell (all shells);Ruby;SQL;TypeScript
5012,Bash/Shell (all shells);C++;Python;TypeScript
5013,C;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;Ruby;SQL
5014,Go;JavaScript;Python
5015,Python;TypeScript
5016,Bash/Shell (all shells);Python
5017,C;C#;C++;HTML/CSS;JavaScript;PHP;Visual Basic (.Net)
5018,C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net)
5019,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;PHP;SQL
5020,SQL
5021,Dart;Java;Python
5022,HTML/CSS;JavaScript;Python;SQL;TypeScript
5023,C#;HTML/CSS;Java;JavaScript;Kotlin;TypeScript
5024,Assembly;Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
5025,Bash/Shell (all shells);JavaScript
5026,C;C#;C++;HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript
5027,HTML/CSS;JavaScript;PHP;SQL;TypeScript
5028,C;Rust
5029,HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;TypeScript
5030,Bash/Shell (all shells);C++;JavaScript;PHP;Python;SQL;TypeScript
5031,C;Dart;Java;JavaScript;MicroPython;SQL
5032,C#;HTML/CSS;JavaScript;TypeScript
5033,JavaScript;Python
5034,Java;JavaScript;SQL
5035,Bash/Shell (all shells);Ruby
5036,Bash/Shell (all shells);C#;Delphi;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
5037,C#;C++;HTML/CSS;JavaScript;PHP;VBA
5038,Python;Rust
5039,GDScript;Java;Kotlin;Python;Rust;SQL
5040,Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;PowerShell;Rust;TypeScript;Visual Basic (.Net)
5041,HTML/CSS;JavaScript;PHP;Python;TypeScript
5042,C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
5043,Java;JavaScript;SQL;TypeScript
5044,C#
5045,MATLAB;Python;R;SQL;VBA
5046,Apex;C#;F#;Haskell;JavaScript;Python;Rust;SQL;TypeScript
5047,C#;JavaScript;SQL
5048,C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;Visual Basic (.Net)
5049,C;SQL
5050,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
5051,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;SQL
5052,C#;HTML/CSS;PHP
5053,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;PHP;Python
5054,Java
5055,R
5056,Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
5057,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Swift;TypeScript
5058,Dart;Python
5059,NA
5060,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL
5061,Dart;HTML/CSS;JavaScript;SQL
5062,JavaScript;PowerShell;Python
5063,HTML/CSS;JavaScript
5064,C#;SQL
5065,C#;Go;HTML/CSS;JavaScript
5066,C#;JavaScript;TypeScript
5067,Bash/Shell (all shells);HTML/CSS;MATLAB;PowerShell;Python;R;Rust;VBA
5068,NA
5069,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript
5070,HTML/CSS;JavaScript;Python;SQL
5071,Bash/Shell (all shells);C++;Go;Python;Rust
5072,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;PHP;SQL
5073,Assembly;C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;Rust;SQL;Swift;TypeScript;Zig
5074,C#;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript
5075,C;C++;HTML/CSS;JavaScript;TypeScript
5076,C#;Go;Groovy;Java;JavaScript;PHP;PowerShell;Scala;SQL;TypeScript
5077,Bash/Shell (all shells);Go;Python
5078,C;C#;C++;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Objective-C;OCaml;PHP;Python;Rust;SQL;Swift;TypeScript
5079,JavaScript;TypeScript
5080,HTML/CSS;JavaScript
5081,Bash/Shell (all shells);C#;C++;PowerShell;Python
5082,C#;HTML/CSS;JavaScript;SQL
5083,C;HTML/CSS;JavaScript;Python
5084,JavaScript;PHP;SQL;TypeScript
5085,Bash/Shell (all shells);C++;HTML/CSS;Python
5086,C;C#;C++;Java;Python
5087,Clojure;Elixir;Erlang;GDScript;Go;Haskell;HTML/CSS;JavaScript;Lisp;Lua;MicroPython;PHP;Python;Rust;TypeScript
5088,Java;JavaScript;SQL;Visual Basic (.Net)
5089,Bash/Shell (all shells);C++;Python
5090,C#;HTML/CSS;JavaScript;SQL
5091,Bash/Shell (all shells);Cobol;HTML/CSS;Java;JavaScript;PHP;Python;SQL
5092,JavaScript;PHP;SQL
5093,JavaScript;TypeScript
5094,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL
5095,Assembly;C;Solidity
5096,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;R;SQL;TypeScript
5097,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
5098,HTML/CSS;JavaScript;TypeScript
5099,Bash/Shell (all shells);PowerShell
5100,Java;Python;SQL
5101,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL
5102,HTML/CSS;PHP;SQL
5103,C;C#;HTML/CSS;Java;JavaScript;Python;TypeScript
5104,C#;HTML/CSS;SQL;Visual Basic (.Net)
5105,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
5106,Bash/Shell (all shells);C++;Go;Python;SQL
5107,HTML/CSS;JavaScript;PHP;SQL
5108,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
5109,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript
5110,JavaScript;TypeScript
5111,C#;C++;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript
5112,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript
5113,Bash/Shell (all shells);C;Python
5114,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Julia;Python;SQL
5115,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lua
5116,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin
5117,Python;SQL
5118,Java;R
5119,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
5120,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;PowerShell;Python
5121,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript
5122,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript
5123,Julia;Python;R
5124,Bash/Shell (all shells);Java;JavaScript;PowerShell;Python;SQL;TypeScript
5125,C#;C++;Rust;Zig
5126,HTML/CSS;Java;JavaScript;PHP;SQL
5127,HTML/CSS;Java;JavaScript;PHP;Python;SQL
5128,Go;Rust
5129,Bash/Shell (all shells);C;Go;HTML/CSS;Lua;Python;Ruby;SQL;TypeScript
5130,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;SQL
5131,Go;HTML/CSS;JavaScript;PHP;Python;Rust;TypeScript
5132,C#;PowerShell;SQL
5133,HTML/CSS;JavaScript;PHP;TypeScript
5134,Bash/Shell (all shells);Groovy;Python;SQL
5135,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript
5136,NA
5137,JavaScript
5138,HTML/CSS;Java;Kotlin;SQL;TypeScript
5139,C#;C++;HTML/CSS;JavaScript;Rust;TypeScript;Visual Basic (.Net)
5140,C#;HTML/CSS;JavaScript;SQL
5141,Bash/Shell (all shells);C#;Java;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript
5142,C#;Go;HTML/CSS;SQL;Visual Basic (.Net)
5143,C#;HTML/CSS;Java;JavaScript;PowerShell;Ruby;SQL;TypeScript
5144,HTML/CSS;JavaScript;SQL;TypeScript
5145,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL
5146,C;C#;C++;Java;MATLAB;Swift
5147,Apex;Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript
5148,OCaml
5149,C#;GDScript;HTML/CSS;Java;JavaScript;PHP;Python
5150,C++;HTML/CSS;JavaScript;Python
5151,C;C#;C++;HTML/CSS;JavaScript;PHP;SQL;Visual Basic (.Net)
5152,Java;SQL
5153,HTML/CSS;Java;JavaScript;PHP;Python;TypeScript
5154,Bash/Shell (all shells);Groovy;Java;JavaScript;SQL
5155,Python;R;SQL
5156,Bash/Shell (all shells);C;C++;Python;Rust;SQL
5157,C#;Dart;HTML/CSS;Java;JavaScript;Julia;Kotlin;PowerShell;Python;R;Rust;Swift;TypeScript;VBA;Visual Basic (.Net)
5158,C;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;SQL;TypeScript
5159,C#;C++;PowerShell;Python;SQL;VBA
5160,Bash/Shell (all shells);C++;SQL
5161,Go;HTML/CSS;JavaScript;TypeScript
5162,C#;JavaScript;SQL;TypeScript;Visual Basic (.Net)
5163,NA
5164,Java
5165,Bash/Shell (all shells);C;C++;Go;Python;SQL
5166,C;C++;Cobol;HTML/CSS;JavaScript;Lua;Perl;PHP;SQL
5167,Dart;JavaScript;Kotlin
5168,Elixir;HTML/CSS;JavaScript;TypeScript
5169,Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript
5170,HTML/CSS;Java;JavaScript;Rust;TypeScript
5171,Java;JavaScript;Kotlin;Objective-C;Python;Swift
5172,C;C++;Python
5173,C#;C++
5174,SQL;TypeScript
5175,Bash/Shell (all shells);C++;JavaScript;Kotlin;PowerShell;Python
5176,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
5177,HTML/CSS;SQL
5178,Java;Kotlin
5179,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript
5180,JavaScript;Python;SQL;TypeScript
5181,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL;TypeScript
5182,C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell
5183,Bash/Shell (all shells);Python;SQL
5184,C;C#;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;VBA;Visual Basic (.Net)
5185,PHP;SQL;TypeScript
5186,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
5187,Python;VBA
5188,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
5189,Java;JavaScript;Kotlin
5190,C++;HTML/CSS;Python
5191,Bash/Shell (all shells);C;C++
5192,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript
5193,C#;HTML/CSS;SQL
5194,C;C++;Fortran;HTML/CSS;JavaScript;Python
5195,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;SQL;TypeScript
5196,C#;C++;JavaScript;SQL
5197,Python;R;SQL
5198,Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;Java;JavaScript;Julia;MATLAB;Perl;PHP;PowerShell;Python;Ruby;SQL;TypeScript;VBA;Visual Basic (.Net)
5199,C#;C++;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net)
5200,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
5201,C#;HTML/CSS;Java;Kotlin;SQL;TypeScript
5202,Assembly;C#;Delphi;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript
5203,HTML/CSS;JavaScript;TypeScript
5204,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
5205,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Swift;TypeScript
5206,C#;C++;HTML/CSS;JavaScript;PHP;SQL;Visual Basic (.Net)
5207,JavaScript;TypeScript
5208,C#;HTML/CSS;PowerShell;Python
5209,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Objective-C;PHP;PowerShell
5210,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
5211,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript
5212,C;C++;Haskell;Java;JavaScript;PHP;PowerShell;Ruby;Rust
5213,C;PHP
5214,C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net)
5215,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Perl;SQL;TypeScript
5216,C;C++;SQL;TypeScript
5217,JavaScript;Julia;Python
5218,C#;GDScript;HTML/CSS;Python;Rust;SQL
5219,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Rust;SQL;TypeScript;Visual Basic (.Net)
5220,Python
5221,C;C++;Lisp;R
5222,C#;HTML/CSS;JavaScript;PowerShell;Swift
5223,Bash/Shell (all shells);C;C++;Delphi;HTML/CSS;PHP;SQL
5224,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
5225,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;SQL
5226,Bash/Shell (all shells);HTML/CSS;JavaScript
5227,C#;SQL
5228,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript
5229,Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;SQL;TypeScript
5230,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;SQL;TypeScript
5231,C#;Crystal;HTML/CSS;SQL
5232,HTML/CSS;JavaScript;Lua;PHP;Python;R;SQL
5233,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Perl;SQL
5234,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;SQL
5235,HTML/CSS;Java;JavaScript;SQL;TypeScript
5236,Java;JavaScript;SQL;Swift
5237,Go;Python;Rust
5238,C++;Dart;HTML/CSS;JavaScript
5239,Bash/Shell (all shells);Java;JavaScript;Julia;Python;SQL;TypeScript
5240,JavaScript;Ruby;SQL
5241,C#;F#;Java;Kotlin;PowerShell;SQL
5242,Bash/Shell (all shells);Go;Lua;Python;Rust;Solidity;SQL
5243,HTML/CSS;JavaScript;TypeScript
5244,C;C#;Haskell;HTML/CSS;Java;JavaScript;TypeScript
5245,Go;HTML/CSS;JavaScript;PHP;Python;SQL
5246,Bash/Shell (all shells);C#;PowerShell
5247,C#
5248,C#
5249,HTML/CSS;JavaScript;Python;Swift
5250,HTML/CSS;JavaScript;PHP;Python;SQL
5251,Bash/Shell (all shells);Go;HTML/CSS;Python;TypeScript
5252,Python
5253,C#;Java;JavaScript;SQL;TypeScript;VBA
5254,Bash/Shell (all shells);C;C#;C++;Delphi;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA
5255,Bash/Shell (all shells);C#;Go;Java;PowerShell;Python;Rust;Scala;SQL
5256,Bash/Shell (all shells);Fortran;Julia;MATLAB;Python
5257,C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Visual Basic (.Net)
5258,Bash/Shell (all shells);Go;Java;Kotlin;Ruby;Swift;TypeScript
5259,C++;Python;SQL
5260,C#;SQL
5261,Python;SQL
5262,C;C++
5263,Go;HTML/CSS;JavaScript;Python;Ruby;TypeScript
5264,C++;Dart;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;TypeScript
5265,HTML/CSS;JavaScript;Python
5266,Bash/Shell (all shells);C;C++;Haskell;OCaml;SQL;TypeScript
5267,HTML/CSS;JavaScript;SQL;TypeScript
5268,HTML/CSS;JavaScript;PHP;Python;SQL
5269,Bash/Shell (all shells);C;C++;Go;Java;JavaScript;Python;Rust;SQL;TypeScript
5270,C#;HTML/CSS;TypeScript;Visual Basic (.Net)
5271,Bash/Shell (all shells);MATLAB;PowerShell;Python;SQL
5272,Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;SQL;TypeScript
5273,Bash/Shell (all shells);Java;SQL
5274,C#;HTML/CSS;JavaScript;PowerShell;SQL
5275,C++;GDScript;JavaScript;Python
5276,Bash/Shell (all shells);Go;Python;TypeScript
5277,HTML/CSS;Java;JavaScript;PHP;Scala;SQL
5278,Delphi;SQL;VBA
5279,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
5280,Bash/Shell (all shells);JavaScript;MATLAB;Python;R;SQL
5281,Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;Python;TypeScript;Visual Basic (.Net)
5282,Go;Haskell;HTML/CSS;JavaScript;Nim;PHP;Python;Rust
5283,C;GDScript;Haskell;HTML/CSS;JavaScript;Python;Rust
5284,PHP;SQL;TypeScript
5285,Assembly;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;SQL
5286,C#;SQL
5287,C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
5288,Bash/Shell (all shells);C#;C++;Python;SQL;Visual Basic (.Net)
5289,C;HTML/CSS;Java;JavaScript;Kotlin;Prolog;Python;SQL;Swift
5290,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lisp;Python;TypeScript
5291,C;C++;Delphi
5292,C;C#;C++;Clojure;Dart;HTML/CSS;Java;JavaScript;Julia;Kotlin;PHP;Python;R;Ruby;SQL;TypeScript
5293,Bash/Shell (all shells);Kotlin;SQL
5294,Bash/Shell (all shells);C;Haskell;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL
5295,Assembly;Bash/Shell (all shells);C;Go;Haskell;HTML/CSS;Java;OCaml;Python;Rust
5296,C;C#;C++;Cobol;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;Visual Basic (.Net)
5297,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
5298,Python
5299,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
5300,Go;Lua;SQL
5301,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript;Zephyr
5302,C;HTML/CSS;JavaScript;PHP
5303,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL
5304,C;Java;JavaScript;Kotlin;Lisp;PowerShell;SQL;TypeScript
5305,Java;JavaScript;TypeScript
5306,Bash/Shell (all shells);C#;C++;Java;JavaScript;Julia;Perl;Prolog;SQL;VBA
5307,Dart;Java;Ruby
5308,Java;Kotlin;Scala;SQL;TypeScript
5309,Go;JavaScript;Python;Rust
5310,Bash/Shell (all shells);Go;Python
5311,C;C#;C++;Java;JavaScript;Julia;Kotlin;MATLAB;MicroPython;Objective-C;Python;SQL;Visual Basic (.Net)
5312,C++;Go;Java;JavaScript;Python;Rust;TypeScript
5313,Bash/Shell (all shells);Elixir;Erlang;Ruby;SQL
5314,HTML/CSS;JavaScript;PHP;PowerShell;SQL
5315,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
5316,HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;R;SQL;TypeScript
5317,Java
5318,HTML/CSS;Java;JavaScript;SQL;TypeScript
5319,Bash/Shell (all shells);Python
5320,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;MicroPython;Python;SQL;TypeScript;VBA
5321,Bash/Shell (all shells);Go;Groovy;Lua;PHP;Python;Rust;SQL
5322,C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript
5323,Python
5324,Elixir
5325,Java;Kotlin;Python
5326,C#;SQL
5327,C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL
5328,Dart;Go;SQL
5329,Bash/Shell (all shells);Python;SQL
5330,C#;SQL
5331,TypeScript
5332,JavaScript;Python;Rust
5333,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
5334,JavaScript;PHP
5335,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL
5336,Java;Kotlin
5337,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript
5338,HTML/CSS;JavaScript;Python;SQL;TypeScript
5339,Assembly;Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Objective-C;PHP;PowerShell
5340,C++;Go
5341,C++;Rust
5342,Elixir;Erlang;Java;JavaScript;Rust
5343,C;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
5344,HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
5345,C;C#;C++;Haskell;Java;Python;SQL
5346,C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript
5347,MATLAB;Python;R;SQL;VBA
5348,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL;TypeScript
5349,HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
5350,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
5351,Bash/Shell (all shells);Fortran;Python
5352,Assembly;Bash/Shell (all shells);C++;Rust
5353,Bash/Shell (all shells);C#;Groovy;Java;Python;SQL
5354,Elixir
5355,C;Lua;Python;Rust
5356,C#;HTML/CSS;JavaScript;SQL;VBA;Visual Basic (.Net)
5357,C#;C++;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript
5358,Bash/Shell (all shells);Go;Groovy;HTML/CSS;JavaScript;Ruby;SQL
5359,HTML/CSS;JavaScript;TypeScript
5360,Bash/Shell (all shells);C#;PowerShell;Python;SQL
5361,C#;JavaScript;SQL
5362,C#;HTML/CSS;JavaScript;SQL
5363,JavaScript
5364,Bash/Shell (all shells);C#;Dart;Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;Rust;SQL
5365,C#;HTML/CSS;JavaScript;Ruby;Swift
5366,Bash/Shell (all shells);Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript
5367,JavaScript
5368,Java;SQL;TypeScript
5369,Bash/Shell (all shells);Java;JavaScript;Rust;TypeScript
5370,Elixir;JavaScript
5371,Lua;Swift;VBA
5372,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL
5373,Python
5374,Bash/Shell (all shells);Groovy;HTML/CSS;Java;SQL;TypeScript
5375,C;C++;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript;Zig
5376,Assembly;Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;SQL;TypeScript
5377,HTML/CSS;Python
5378,C#;C++;Groovy;HTML/CSS;Java;JavaScript;PHP;Python
5379,Bash/Shell (all shells);Java;TypeScript
5380,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Lua;Python;TypeScript
5381,Bash/Shell (all shells);JavaScript;PowerShell;Python;TypeScript;VBA
5382,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript
5383,C;C++;HTML/CSS;Java;Python
5384,Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
5385,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL
5386,Python;TypeScript
5387,Apex;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;Rust;SQL;TypeScript;Visual Basic (.Net)
5388,Dart;Elixir;JavaScript;Lua;Ruby;TypeScript
5389,C#;HTML/CSS;JavaScript;SQL
5390,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Nim;Objective-C;PHP;Python;SQL;TypeScript;Zig
5391,HTML/CSS;Java;JavaScript;SQL;TypeScript
5392,NA
5393,Assembly;Bash/Shell (all shells);C#;Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Rust;SQL;TypeScript;Zig
5394,C#;JavaScript;SQL;TypeScript
5395,HTML/CSS;JavaScript;SQL;TypeScript
5396,Java;Kotlin;Rust
5397,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript;Visual Basic (.Net)
5398,HTML/CSS;JavaScript;PHP
5399,HTML/CSS;Java;JavaScript;SQL;TypeScript
5400,Bash/Shell (all shells);C++;JavaScript;Python
5401,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;SQL
5402,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;Python;Rust
